timestamp,stonewall_bytes_moved,access,bw(mib/s),iops,latency(s),block(kib),xfer(kib),open(s),wr/rd(s),close(s),total(s),iter,start,ordering,nodes,nproc,ppn,xfersize,aggsize_bytes,end,filename
1626222785.0,1119105024.0,write,23.2,5939.0,6e-06,28311552.0,4.0,0.008988,46.0,0.000989,46.01,0,1626222785.0,random,4,8,2,4096.0,231928233984.0,1626222831,ior-n4p2T45-write.1.out
1626222832.0,1096544256.0,write,22.73,5819.0,6e-06,28311552.0,4.0,0.008438,46.0,1.5e-05,46.01,0,1626222832.0,random,4,8,2,4096.0,231928233984.0,1626222878,ior-n4p2T45-write.2.out
1626222880.0,1111093248.0,write,23.03,5896.0,7e-06,28311552.0,4.0,0.009657,46.01,1.6e-05,46.02,0,1626222880.0,random,4,8,2,4096.0,231928233984.0,1626222926,ior-n4p2T45-write.3.out
1626222927.0,1135722496.0,write,23.53,6026.0,7e-06,28311552.0,4.0,0.008313,46.02,3.2e-05,46.02,0,1626222927.0,random,4,8,2,4096.0,231928233984.0,1626222973,ior-n4p2T45-write.4.out
1626281590.0,2494562304.0,read,51.7,13235.0,6e-06,28311552.0,4.0,0.000404,46.02,2.8e-05,46.02,0,1626281590.0,random,4,16,4,4096.0,463856467968.0,1626281636,ior-n4p4T45-read.0.out
1626281638.0,2497437696.0,read,51.76,13251.0,6e-06,28311552.0,4.0,0.000327,46.01,3.5e-05,46.01,0,1626281638.0,random,4,16,4,4096.0,463856467968.0,1626281684,ior-n4p4T45-read.1.out
1626281686.0,2506354688.0,read,51.98,13308.0,6e-06,28311552.0,4.0,0.000368,45.98,3.5e-05,45.98,0,1626281686.0,random,4,16,4,4096.0,463856467968.0,1626281732,ior-n4p4T45-read.2.out
1626281734.0,2505322496.0,read,51.94,13296.0,6e-06,28311552.0,4.0,0.000365,46.0,3e-05,46.0,0,1626281734.0,random,4,16,4,4096.0,463856467968.0,1626281780,ior-n4p4T45-read.3.out
1626281782.0,2497171456.0,read,51.8,13260.0,6e-06,28311552.0,4.0,0.000363,45.98,4.8e-05,45.98,0,1626281782.0,random,4,16,4,4096.0,463856467968.0,1626281828,ior-n4p4T45-read.4.out
1626222498.0,2255220736.0,write,46.63,11941.0,6e-06,28311552.0,4.0,0.016572,46.11,6.7e-05,46.13,0,1626222498.0,random,4,16,4,4096.0,463856467968.0,1626222544,ior-n4p4T45-write.0.out
1626222546.0,2246680576.0,write,46.46,11899.0,6e-06,28311552.0,4.0,0.015748,46.1,4.1e-05,46.11,0,1626222546.0,random,4,16,4,4096.0,463856467968.0,1626222592,ior-n4p4T45-write.1.out
1626222594.0,2249359360.0,write,46.5,11915.0,6e-06,28311552.0,4.0,0.0435,46.09,0.000103,46.14,0,1626222593.0,random,4,16,4,4096.0,463856467968.0,1626222640,ior-n4p4T45-write.2.out
1626222641.0,2183839744.0,write,45.25,11588.0,6e-06,28311552.0,4.0,0.016005,46.01,3e-05,46.03,0,1626222641.0,random,4,16,4,4096.0,463856467968.0,1626222687,ior-n4p4T45-write.3.out
1626222690.0,2271645696.0,write,46.99,12034.0,6e-06,28311552.0,4.0,0.017472,46.09,2.1e-05,46.1,0,1626222690.0,random,4,16,4,4096.0,463856467968.0,1626222736,ior-n4p4T45-write.4.out
1626281346.0,5179420672.0,read,107.42,27499.0,6e-06,28311552.0,4.0,0.000907,45.98,3.2e-05,45.98,0,1626281346.0,random,4,32,8,4096.0,927712935936.0,1626281392,ior-n4p8T45-read.0.out
1626281397.0,5176786944.0,read,107.31,27472.0,6e-06,28311552.0,4.0,0.000464,46.01,4.2e-05,46.01,0,1626281397.0,random,4,32,8,4096.0,927712935936.0,1626281443,ior-n4p8T45-read.1.out
1626281445.0,5022195712.0,read,104.28,26696.0,6e-06,28311552.0,4.0,0.001151,45.93,5.9e-05,45.93,0,1626281445.0,random,4,32,8,4096.0,927712935936.0,1626281491,ior-n4p8T45-read.2.out
1626281493.0,5140848640.0,read,106.54,27273.0,6e-06,28311552.0,4.0,0.00062,46.02,4.9e-05,46.02,0,1626281493.0,random,4,32,8,4096.0,927712935936.0,1626281539,ior-n4p8T45-read.3.out
1626281542.0,5135589376.0,read,106.44,27248.0,6e-06,28311552.0,4.0,0.000497,46.01,5.2e-05,46.02,0,1626281542.0,random,4,32,8,4096.0,927712935936.0,1626281588,ior-n4p8T45-read.4.out
1626222255.0,4508573696.0,write,93.23,23885.0,7e-06,28311552.0,4.0,0.034701,46.08,5.3e-05,46.12,0,1626222255.0,random,4,32,8,4096.0,927712935936.0,1626222301,ior-n4p8T45-write.0.out
1626222303.0,4488314880.0,write,92.8,23773.0,7e-06,28311552.0,4.0,0.031747,46.09,3.4e-05,46.13,0,1626222303.0,random,4,32,8,4096.0,927712935936.0,1626222349,ior-n4p8T45-write.1.out
1626222351.0,4415746048.0,write,91.42,23420.0,7e-06,28311552.0,4.0,0.033407,46.03,3.8e-05,46.07,0,1626222351.0,random,4,32,8,4096.0,927712935936.0,1626222397,ior-n4p8T45-write.2.out
1626222401.0,4459991040.0,write,92.23,23628.0,7e-06,28311552.0,4.0,0.034122,46.08,5e-05,46.12,0,1626222401.0,random,4,32,8,4096.0,927712935936.0,1626222447,ior-n4p8T45-write.3.out
1626222450.0,4501696512.0,write,93.09,23848.0,6e-06,28311552.0,4.0,0.032995,46.09,3.4e-05,46.12,0,1626222450.0,random,4,32,8,4096.0,927712935936.0,1626222496,ior-n4p8T45-write.4.out
1626279990.0,20614103040.0,read,427.04,109339.0,6e-06,28311552.0,4.0,0.006828,46.03,0.000102,46.04,0,1626279990.0,random,8,128,16,4096.0,3716349301882.88,1626280036,ior-n8p16T45-read.0.out
1626280039.0,20458561536.0,read,423.92,108529.0,6e-06,28311552.0,4.0,0.001465,46.02,0.001031,46.03,0,1626280039.0,random,8,128,16,4096.0,3716349301882.88,1626280085,ior-n8p16T45-read.1.out
1626280089.0,20460118016.0,read,424.27,108659.0,6e-06,28311552.0,4.0,0.019379,45.97,7.9e-05,45.99,0,1626280089.0,random,8,128,16,4096.0,3716349301882.88,1626280135,ior-n8p16T45-read.2.out
1626280141.0,20404109312.0,read,422.7,108214.0,6e-06,28311552.0,4.0,0.001532,46.03,0.000298,46.03,0,1626280141.0,random,8,128,16,4096.0,3716349301882.88,1626280187,ior-n8p16T45-read.3.out
1626280190.0,20348370944.0,read,422.15,108075.0,6e-06,28311552.0,4.0,0.001972,45.97,9.6e-05,45.97,0,1626280190.0,random,8,128,16,4096.0,3716349301882.88,1626280236,ior-n8p16T45-read.4.out
1626220798.0,15346909184.0,write,317.17,81409.0,7e-06,28311552.0,4.0,0.120696,46.02,0.0001,46.15,0,1626220798.0,random,8,128,16,4096.0,3716349301882.88,1626220844,ior-n8p16T45-write.0.out
1626220848.0,14996004864.0,write,310.06,79571.0,6e-06,28311552.0,4.0,0.11397,46.01,8.3e-05,46.12,0,1626220848.0,random,8,128,16,4096.0,3716349301882.88,1626220894,ior-n8p16T45-write.1.out
1626220897.0,15194423296.0,write,314.12,80619.0,7e-06,28311552.0,4.0,0.117039,46.01,0.000569,46.13,0,1626220897.0,random,8,128,16,4096.0,3716349301882.88,1626220944,ior-n8p16T45-write.2.out
1626220948.0,14727262208.0,write,304.42,78142.0,6e-06,28311552.0,4.0,0.124322,46.01,0.000637,46.14,0,1626220947.0,random,8,128,16,4096.0,3716349301882.88,1626220994,ior-n8p16T45-write.3.out
1626220998.0,15224127488.0,write,314.67,80781.0,6e-06,28311552.0,4.0,0.128785,46.01,0.000709,46.14,0,1626220998.0,random,8,128,16,4096.0,3716349301882.88,1626221044,ior-n8p16T45-write.4.out
1626280862.0,1114726400.0,read,23.33,5972.0,6e-06,28311552.0,4.0,0.00223,45.57,3.2e-05,45.58,0,1626280862.0,random,8,8,1,4096.0,231928233984.0,1626280908,ior-n8p1T45-read.0.out
1626280909.0,1135382528.0,read,23.82,6098.0,6e-06,28311552.0,4.0,0.002586,45.46,1.9e-05,45.46,0,1626280909.0,random,8,8,1,4096.0,231928233984.0,1626280954,ior-n8p1T45-read.1.out
1626280957.0,1107001344.0,read,23.17,5931.0,6e-06,28311552.0,4.0,0.000969,45.57,3.1e-05,45.57,0,1626280957.0,random,8,8,1,4096.0,231928233984.0,1626281002,ior-n8p1T45-read.2.out
1626281004.0,1117249536.0,read,23.38,5985.0,6e-06,28311552.0,4.0,0.000327,45.58,2.2e-05,45.58,0,1626281004.0,random,8,8,1,4096.0,231928233984.0,1626281049,ior-n8p1T45-read.3.out
1626281051.0,1119301632.0,read,23.42,5995.0,6e-06,28311552.0,4.0,0.000422,45.58,7.3e-05,45.58,0,1626281051.0,random,8,8,1,4096.0,231928233984.0,1626281096,ior-n8p1T45-read.4.out
1626221772.0,1012600832.0,write,21.19,5425.0,6e-06,28311552.0,4.0,0.006972,45.57,2.4e-05,45.58,0,1626221772.0,random,8,8,1,4096.0,231928233984.0,1626221817,ior-n8p1T45-write.0.out
1626221819.0,1016541184.0,write,21.28,5447.0,6e-06,28311552.0,4.0,0.007673,45.56,0.000288,45.57,0,1626221819.0,random,8,8,1,4096.0,231928233984.0,1626221864,ior-n8p1T45-write.1.out
1626221865.0,1034555392.0,write,21.64,5542.0,6e-06,28311552.0,4.0,0.009548,45.57,3.8e-05,45.58,0,1626221865.0,random,8,8,1,4096.0,231928233984.0,1626221911,ior-n8p1T45-write.2.out
1626221912.0,1048948736.0,write,21.95,5619.0,6e-06,28311552.0,4.0,0.00772,45.58,3.8e-05,45.58,0,1626221912.0,random,8,8,1,4096.0,231928233984.0,1626221958,ior-n8p1T45-write.3.out
1626221959.0,1027870720.0,write,21.51,5507.0,6e-06,28311552.0,4.0,0.007421,45.57,2.8e-05,45.58,0,1626221959.0,random,8,8,1,4096.0,231928233984.0,1626222004,ior-n8p1T45-write.4.out
1626280624.0,2420473856.0,read,50.33,12885.0,6e-06,28311552.0,4.0,0.002557,45.86,0.000294,45.87,0,1626280624.0,random,8,16,2,4096.0,463856467968.0,1626280670,ior-n8p2T45-read.0.out
1626280672.0,2475425792.0,read,51.31,13136.0,6e-06,28311552.0,4.0,0.002249,46.01,0.000285,46.01,0,1626280672.0,random,8,16,2,4096.0,463856467968.0,1626280718,ior-n8p2T45-read.1.out
1626280719.0,2419052544.0,read,50.3,12878.0,6e-06,28311552.0,4.0,0.001379,45.86,4.9e-05,45.86,0,1626280719.0,random,8,16,2,4096.0,463856467968.0,1626280765,ior-n8p2T45-read.2.out
1626280767.0,2485207040.0,read,51.51,13186.0,6e-06,28311552.0,4.0,0.000627,46.01,5.9e-05,46.01,0,1626280767.0,random,8,16,2,4096.0,463856467968.0,1626280813,ior-n8p2T45-read.3.out
1626280815.0,2418556928.0,read,50.29,12873.0,6e-06,28311552.0,4.0,0.000915,45.87,4.1e-05,45.87,0,1626280815.0,random,8,16,2,4096.0,463856467968.0,1626280861,ior-n8p2T45-read.4.out
1626221534.0,2128261120.0,write,44.12,11298.0,6e-06,28311552.0,4.0,0.013015,45.99,2e-05,46.0,0,1626221534.0,random,8,16,2,4096.0,463856467968.0,1626221580,ior-n8p2T45-write.0.out
1626221581.0,2158399488.0,write,44.73,11454.0,6e-06,28311552.0,4.0,0.014718,46.01,1.8e-05,46.02,0,1626221581.0,random,8,16,2,4096.0,463856467968.0,1626221627,ior-n8p2T45-write.1.out
1626221629.0,2167947264.0,write,44.94,11507.0,6e-06,28311552.0,4.0,0.012986,45.99,2.5e-05,46.01,0,1626221629.0,random,8,16,2,4096.0,463856467968.0,1626221675,ior-n8p2T45-write.2.out
1626221677.0,2142326784.0,write,44.37,11367.0,6e-06,28311552.0,4.0,0.029973,46.01,2.1e-05,46.04,0,1626221677.0,random,8,16,2,4096.0,463856467968.0,1626221723,ior-n8p2T45-write.3.out
1626221725.0,2174152704.0,write,45.03,11537.0,6e-06,28311552.0,4.0,0.03666,46.01,4.3e-05,46.05,0,1626221725.0,random,8,16,2,4096.0,463856467968.0,1626221771,ior-n8p2T45-write.4.out
1626280385.0,5096554496.0,read,105.69,27057.0,6e-06,28311552.0,4.0,0.002304,45.99,6.5e-05,45.99,0,1626280385.0,random,8,32,4,4096.0,927712935936.0,1626280431,ior-n8p4T45-read.0.out
1626280432.0,5007347712.0,read,104.12,26655.0,6e-06,28311552.0,4.0,0.001,45.86,7.9e-05,45.86,0,1626280432.0,random,8,32,4,4096.0,927712935936.0,1626280478,ior-n8p4T45-read.1.out
1626280480.0,5081374720.0,read,105.44,26994.0,6e-06,28311552.0,4.0,0.000762,45.96,8e-05,45.96,0,1626280480.0,random,8,32,4,4096.0,927712935936.0,1626280526,ior-n8p4T45-read.2.out
1626280528.0,5052248064.0,read,104.75,26815.0,6e-06,28311552.0,4.0,0.000422,46.0,9.3e-05,46.0,0,1626280528.0,random,8,32,4,4096.0,927712935936.0,1626280574,ior-n8p4T45-read.3.out
1626280576.0,5038624768.0,read,104.44,26737.0,6e-06,28311552.0,4.0,0.000385,46.01,8.1e-05,46.01,0,1626280576.0,random,8,32,4,4096.0,927712935936.0,1626280622,ior-n8p4T45-read.4.out
1626221293.0,4392534016.0,write,90.83,23267.0,6e-06,28311552.0,4.0,0.028608,46.09,6.7e-05,46.12,0,1626221293.0,random,8,32,4,4096.0,927712935936.0,1626221339,ior-n8p4T45-write.0.out
1626221341.0,4313526272.0,write,89.1,22822.0,6e-06,28311552.0,4.0,0.026174,46.14,3e-05,46.17,0,1626221341.0,random,8,32,4,4096.0,927712935936.0,1626221387,ior-n8p4T45-write.1.out
1626221390.0,4393693184.0,write,90.85,23270.0,6e-06,28311552.0,4.0,0.027025,46.1,3.2e-05,46.12,0,1626221390.0,random,8,32,4,4096.0,927712935936.0,1626221436,ior-n8p4T45-write.2.out
1626221438.0,4341477376.0,write,89.65,22973.0,6e-06,28311552.0,4.0,0.043121,46.14,3.9e-05,46.18,0,1626221437.0,random,8,32,4,4096.0,927712935936.0,1626221484,ior-n8p4T45-write.3.out
1626221486.0,4362342400.0,write,90.26,23117.0,6e-06,28311552.0,4.0,0.021224,46.07,2.9e-05,46.09,0,1626221486.0,random,8,32,4,4096.0,927712935936.0,1626221532,ior-n8p4T45-write.4.out
1626278190.0,10398961664.0,read,215.89,55275.0,6e-06,28311552.0,4.0,0.006049,45.93,0.000133,45.94,0,1626278190.0,random,8,64,8,4096.0,1858174650941.44,1626278236,ior-n8p8T45-read.0.out
1626280239.0,10361794560.0,read,214.83,55001.0,6e-06,28311552.0,4.0,0.00301,45.99,6.9e-05,46.0,0,1626280239.0,random,8,64,8,4096.0,1858174650941.44,1626280285,ior-n8p8T45-read.1.out
1626280288.0,10379763712.0,read,215.19,55089.0,6e-06,28311552.0,4.0,0.00065,46.0,6.7e-05,46.0,0,1626280288.0,random,8,64,8,4096.0,1858174650941.44,1626280334,ior-n8p8T45-read.2.out
1626278246.0,10340585472.0,read,214.71,54965.0,6e-06,28311552.0,4.0,0.000467,45.93,4.4e-05,45.93,0,1626278246.0,random,8,64,8,4096.0,1858174650941.44,1626278292,ior-n8p8T45-read.3.out
1626280336.0,10386366464.0,read,215.32,55123.0,6e-06,28311552.0,4.0,0.000649,46.0,5.9e-05,46.0,0,1626280336.0,random,8,64,8,4096.0,1858174650941.44,1626280382,ior-n8p8T45-read.4.out
1626221047.0,8461557760.0,write,174.56,44735.0,6e-06,28311552.0,4.0,0.050741,46.18,0.000147,46.23,0,1626221047.0,random,8,64,8,4096.0,1858174650941.44,1626221093,ior-n8p8T45-write.0.out
1626221096.0,8552284160.0,write,176.44,45220.0,6e-06,28311552.0,4.0,0.054271,46.17,0.000657,46.23,0,1626221096.0,random,8,64,8,4096.0,1858174650941.44,1626221143,ior-n8p8T45-write.1.out
1626221146.0,8447557632.0,write,174.27,44672.0,6e-06,28311552.0,4.0,0.060319,46.17,4.5e-05,46.23,0,1626221146.0,random,8,64,8,4096.0,1858174650941.44,1626221192,ior-n8p8T45-write.2.out
1626221195.0,8518836224.0,write,175.72,45041.0,6e-06,28311552.0,4.0,0.059444,46.18,5.4e-05,46.23,0,1626221195.0,random,8,64,8,4096.0,1858174650941.44,1626221241,ior-n8p8T45-write.3.out
1626221244.0,8575827968.0,write,176.88,45331.0,6e-06,28311552.0,4.0,0.05183,46.19,8.3e-05,46.24,0,1626221244.0,random,8,64,8,4096.0,1858174650941.44,1626221291,ior-n8p8T45-write.4.out
